"subject" "lable" "Variable" "value" "dimension" "average"
"3414" 29 "LAYING" "tBodyGyro" "mean" "X" -0.0258281004782609
"3415" 30 "WALKING" "tBodyGyro" "mean" "X" -0.0459505355861538
"3416" 30 "WALKING_UPSTAIRS" "tBodyGyro" "mean" "X" -0.00355974576923077
"3417" 30 "WALKING_DOWNSTAIRS" "tBodyGyro" "mean" "X" -0.0745591301759677
"3418" 30 "SITTING" "tBodyGyro" "mean" "X" -0.0358426482048387
"3419" 30 "STANDING" "tBodyGyro" "mean" "X" -0.027613853538983
"3420" 30 "LAYING" "tBodyGyro" "mean" "X" -0.0267812218571429
"3421" 1 "WALKING" "tBodyGyro" "mean" "Y" -0.0695300462115789
"3422" 1 "WALKING_UPSTAIRS" "tBodyGyro" "mean" "Y" -0.166170015088679
"3423" 1 "WALKING_DOWNSTAIRS" "tBodyGyro" "mean" "Y" -0.0909371290204082
"3424" 1 "SITTING" "tBodyGyro" "mean" "Y" -0.0919241549361702
"3425" 1 "STANDING" "tBodyGyro" "mean" "Y" -0.0593972209811321
"3426" 1 "LAYING" "tBodyGyro" "mean" "Y" -0.064486124088
"3427" 2 "WALKING" "tBodyGyro" "mean" "Y" -0.0482382316949153
"3428" 2 "WALKING_UPSTAIRS" "tBodyGyro" "mean" "Y" -0.0320883097395833
"3429" 2 "WALKING_DOWNSTAIRS" "tBodyGyro" "mean" "Y" -0.00482329231914894
"3430" 2 "SITTING" "tBodyGyro" "mean" "Y" -0.0599286797043478
"3431" 2 "STANDING" "tBodyGyro" "mean" "Y" -0.0820396577592593
"3432" 2 "LAYING" "tBodyGyro" "mean" "Y" -0.111800824583333
"3433" 3 "WALKING" "tBodyGyro" "mean" "Y" -0.0779150937413793
"3434" 3 "WALKING_UPSTAIRS" "tBodyGyro" "mean" "Y" -0.139275405637288
"3435" 3 "WALKING_DOWNSTAIRS" "tBodyGyro" "mean" "Y" -0.0139358043959184
"3436" 3 "SITTING" "tBodyGyro" "mean" "Y" -0.07524100275
"3437" 3 "STANDING" "tBodyGyro" "mean" "Y" -0.0585101918262295
"3438" 3 "LAYING" "tBodyGyro" "mean" "Y" -0.0718507159435484
"3439" 4 "WALKING" "tBodyGyro" "mean" "Y" -0.0726905278583333
"3440" 4 "WALKING_UPSTAIRS" "tBodyGyro" "mean" "Y" -0.0859471683596154
"3441" 4 "WALKING_DOWNSTAIRS" "tBodyGyro" "mean" "Y" -0.0704025952333333
"3442" 4 "SITTING" "tBodyGyro" "mean" "Y" -0.08943006108
"3443" 4 "STANDING" "tBodyGyro" "mean" "Y" -0.061824850625
"3444" 4 "LAYING" "tBodyGyro" "mean" "Y" -0.0930128180759259
"3445" 5 "WALKING" "tBodyGyro" "mean" "Y" -0.0690135249642857
"3446" 5 "WALKING_UPSTAIRS" "tBodyGyro" "mean" "Y" -0.117195551802128
"3447" 5 "WALKING_DOWNSTAIRS" "tBodyGyro" "mean" "Y" -0.0707805998787234
"3448" 5 "SITTING" "tBodyGyro" "mean" "Y" -0.0835484079545455
"3449" 5 "STANDING" "tBodyGyro" "mean" "Y" -0.050987505
"3450" 5 "LAYING" "tBodyGyro" "mean" "Y" -0.0798709596153846
"3451" 6 "WALKING" "tBodyGyro" "mean" "Y" -0.0744462466
"3452" 6 "WALKING_UPSTAIRS" "tBodyGyro" "mean" "Y" -0.0518981989072549
"3453" 6 "WALKING_DOWNSTAIRS" "tBodyGyro" "mean" "Y" -0.0341782208604167
"3454" 6 "SITTING" "tBodyGyro" "mean" "Y" -0.0899083302550909
"3455" 6 "STANDING" "tBodyGyro" "mean" "Y" -0.0589823639438597
"3456" 6 "LAYING" "tBodyGyro" "mean" "Y" -0.107218315054386
"3457" 7 "WALKING" "tBodyGyro" "mean" "Y" -0.0837113724842105
"3458" 7 "WALKING_UPSTAIRS" "tBodyGyro" "mean" "Y" -0.00247161973
"3459" 7 "WALKING_DOWNSTAIRS" "tBodyGyro" "mean" "Y" -0.049717460606383
"3460" 7 "SITTING" "tBodyGyro" "mean" "Y" -0.03361196465625
"3461" 7 "STANDING" "tBodyGyro" "mean" "Y" -0.0774336443396226
"3462" 7 "LAYING" "tBodyGyro" "mean" "Y" -0.133605695057692
"3463" 8 "WALKING" "tBodyGyro" "mean" "Y" -0.095791790535
"3464" 8 "WALKING_UPSTAIRS" "tBodyGyro" "mean" "Y" -0.204205356087805
"3465" 8 "WALKING_DOWNSTAIRS" "tBodyGyro" "mean" "Y" -0.0500760173342105
"3466" 8 "SITTING" "tBodyGyro" "mean" "Y" -0.0955089236521739
"3467" 8 "STANDING" "tBodyGyro" "mean" "Y" -0.0280117633814815
"3468" 8 "LAYING" "tBodyGyro" "mean" "Y" -0.0891374138592593
"3469" 9 "WALKING" "tBodyGyro" "mean" "Y" -0.0625598710615385
"3470" 9 "WALKING_UPSTAIRS" "tBodyGyro" "mean" "Y" -0.0412587909579592
"3471" 9 "WALKING_DOWNSTAIRS" "tBodyGyro" "mean" "Y" -0.0712598843142857
"3472" 9 "SITTING" "tBodyGyro" "mean" "Y" -0.04142711812
"3473" 9 "STANDING" "tBodyGyro" "mean" "Y" -0.060810158296
"3474" 9 "LAYING" "tBodyGyro" "mean" "Y" -0.15890291983
"3475" 10 "WALKING" "tBodyGyro" "mean" "Y" -0.0819540783760943
"3476" 10 "WALKING_UPSTAIRS" "tBodyGyro" "mean" "Y" -0.0954600216446809
"3477" 10 "WALKING_DOWNSTAIRS" "tBodyGyro" "mean" "Y" -0.106742538831579
"3478" 10 "SITTING" "tBodyGyro" "mean" "Y" -0.0679993598888889
"3479" 10 "STANDING" "tBodyGyro" "mean" "Y" -0.0876820486363636
"3480" 10 "LAYING" "tBodyGyro" "mean" "Y" -0.0770325657265517
"3481" 11 "WALKING" "tBodyGyro" "mean" "Y" -0.0705104974254237
"3482" 11 "WALKING_UPSTAIRS" "tBodyGyro" "mean" "Y" -0.0566928808703704
"3483" 11 "WALKING_DOWNSTAIRS" "tBodyGyro" "mean" "Y" -0.0262775345369565
"3484" 11 "SITTING" "tBodyGyro" "mean" "Y" -0.0755284478679245
"3485" 11 "STANDING" "tBodyGyro" "mean" "Y" -0.0765465041914894
"3486" 11 "LAYING" "tBodyGyro" "mean" "Y" -0.041559989822807
"3487" 12 "WALKING" "tBodyGyro" "mean" "Y" -0.03442910782
"3488" 12 "WALKING_UPSTAIRS" "tBodyGyro" "mean" "Y" -0.0411314519307692
"3489" 12 "WALKING_DOWNSTAIRS" "tBodyGyro" "mean" "Y" -0.0427336692521739
"3490" 12 "SITTING" "tBodyGyro" "mean" "Y" -0.0751980398235294
"3491" 12 "STANDING" "tBodyGyro" "mean" "Y" -0.0700083750360656
"3492" 12 "LAYING" "tBodyGyro" "mean" "Y" -0.0835537350333333
"3493" 13 "WALKING" "tBodyGyro" "mean" "Y" -0.0798472502663158
"3494" 13 "WALKING_UPSTAIRS" "tBodyGyro" "mean" "Y" 0.00381966911090909
"3495" 13 "WALKING_DOWNSTAIRS" "tBodyGyro" "mean" "Y" -0.0237205719148936
"3496" 13 "SITTING" "tBodyGyro" "mean" "Y" -0.0902687401836735
"3497" 13 "STANDING" "tBodyGyro" "mean" "Y" -0.0753205243684211
"3498" 13 "LAYING" "tBodyGyro" "mean" "Y" -0.0966250701451613
"3499" 14 "WALKING" "tBodyGyro" "mean" "Y" -0.0829682847966102
"3500" 14 "WALKING_UPSTAIRS" "tBodyGyro" "mean" "Y" -0.123499570044444
"3501" 14 "WALKING_DOWNSTAIRS" "tBodyGyro" "mean" "Y" -0.0945288409066667
"3502" 14 "SITTING" "tBodyGyro" "mean" "Y" -0.0713478280925926
"3503" 14 "STANDING" "tBodyGyro" "mean" "Y" -0.05581088271
"3504" 14 "LAYING" "tBodyGyro" "mean" "Y" -0.153423807745098
"3505" 15 "WALKING" "tBodyGyro" "mean" "Y" -0.06124278833
"3506" 15 "WALKING_UPSTAIRS" "tBodyGyro" "mean" "Y" -0.154721289270833
"3507" 15 "WALKING_DOWNSTAIRS" "tBodyGyro" "mean" "Y" -0.0346755727619048
"3508" 15 "SITTING" "tBodyGyro" "mean" "Y" -0.0803428762830509
"3509" 15 "STANDING" "tBodyGyro" "mean" "Y" -0.0659637517169811
"3510" 15 "LAYING" "tBodyGyro" "mean" "Y" -0.0619700871944444
"3511" 16 "WALKING" "tBodyGyro" "mean" "Y" -0.0695955689607843
"3512" 16 "WALKING_UPSTAIRS" "tBodyGyro" "mean" "Y" -0.0486136789705882
"3513" 16 "WALKING_DOWNSTAIRS" "tBodyGyro" "mean" "Y" -0.068264792706383
"3514" 16 "SITTING" "tBodyGyro" "mean" "Y" -0.0574525433043478
"3515" 16 "STANDING" "tBodyGyro" "mean" "Y" -0.068667733
"3516" 16 "LAYING" "tBodyGyro" "mean" "Y" -0.113675060885714
"3517" 17 "WALKING" "tBodyGyro" "mean" "Y" -0.0839773343770492
"3518" 17 "WALKING_UPSTAIRS" "tBodyGyro" "mean" "Y" -0.0548455941370417
"3519" 17 "WALKING_DOWNSTAIRS" "tBodyGyro" "mean" "Y" -0.123517195928261
"3520" 17 "SITTING" "tBodyGyro" "mean" "Y" -0.0669245931234375
"3521" 17 "STANDING" "tBodyGyro" "mean" "Y" -0.0770632126371795
"3522" 17 "LAYING" "tBodyGyro" "mean" "Y" -0.0944580192535211
"3523" 18 "WALKING" "tBodyGyro" "mean" "Y" -0.0613727362975
"3524" 18 "WALKING_UPSTAIRS" "tBodyGyro" "mean" "Y" -0.0526133819862069
"3525" 18 "WALKING_DOWNSTAIRS" "tBodyGyro" "mean" "Y" -0.0636214336761818
"3526" 18 "SITTING" "tBodyGyro" "mean" "Y" -0.0685796341105263
"3527" 18 "STANDING" "tBodyGyro" "mean" "Y" -0.0732260127945206
"3528" 18 "LAYING" "tBodyGyro" "mean" "Y" -0.0837587308153846
"3529" 19 "WALKING" "tBodyGyro" "mean" "Y" -0.0751569333730769
"3530" 19 "WALKING_UPSTAIRS" "tBodyGyro" "mean" "Y" -0.134514320575
"3531" 19 "WALKING_DOWNSTAIRS" "tBodyGyro" "mean" "Y" 0.0274707556666667
"3532" 19 "SITTING" "tBodyGyro" "mean" "Y" -0.0520207886438356
"3533" 19 "STANDING" "tBodyGyro" "mean" "Y" -0.0631429827260274
"3534" 19 "LAYING" "tBodyGyro" "mean" "Y" -0.0952628014096386
"3535" 20 "WALKING" "tBodyGyro" "mean" "Y" -0.074105054612549
"3536" 20 "WALKING_UPSTAIRS" "tBodyGyro" "mean" "Y" -0.174650964745098
"3537" 20 "WALKING_DOWNSTAIRS" "tBodyGyro" "mean" "Y" 0.0139023395111111
"3538" 20 "SITTING" "tBodyGyro" "mean" "Y" -0.0650689347121212
"3539" 20 "STANDING" "tBodyGyro" "mean" "Y" -0.0698308923617808
"3540" 20 "LAYING" "tBodyGyro" "mean" "Y" -0.0954899626029412
"3541" 21 "WALKING" "tBodyGyro" "mean" "Y" -0.0590294439942308
"3542" 21 "WALKING_UPSTAIRS" "tBodyGyro" "mean" "Y" -0.155622431382979
"3543" 21 "WALKING_DOWNSTAIRS" "tBodyGyro" "mean" "Y" 0.0162145300888889
"3544" 21 "SITTING" "tBodyGyro" "mean" "Y" -0.0653077503317647
"3545" 21 "STANDING" "tBodyGyro" "mean" "Y" -0.0738115865407865
"3546" 21 "LAYING" "tBodyGyro" "mean" "Y" -0.113800486377778
"3547" 22 "WALKING" "tBodyGyro" "mean" "Y" -0.0960880731804348
"3548" 22 "WALKING_UPSTAIRS" "tBodyGyro" "mean" "Y" -0.181458414495238
"3549" 22 "WALKING_DOWNSTAIRS" "tBodyGyro" "mean" "Y" -0.0697154455833333
"3550" 22 "SITTING" "tBodyGyro" "mean" "Y" -0.0793617444354839
"3551" 22 "STANDING" "tBodyGyro" "mean" "Y" -0.0690067688269841
"3552" 22 "LAYING" "tBodyGyro" "mean" "Y" -0.09257231175
"3553" 23 "WALKING" "tBodyGyro" "mean" "Y" -0.0640197920966102
"3554" 23 "WALKING_UPSTAIRS" "tBodyGyro" "mean" "Y" -0.111564389137255
"3555" 23 "WALKING_DOWNSTAIRS" "tBodyGyro" "mean" "Y" -0.0853077464277778
"3556" 23 "SITTING" "tBodyGyro" "mean" "Y" -0.0684325551029412
"3557" 23 "STANDING" "tBodyGyro" "mean" "Y" -0.0652264793213235
"3558" 23 "LAYING" "tBodyGyro" "mean" "Y" -0.105052917
"3559" 24 "WALKING" "tBodyGyro" "mean" "Y" -0.0658435879913793
"3560" 24 "WALKING_UPSTAIRS" "tBodyGyro" "mean" "Y" -0.105932947294915
"3561" 24 "WALKING_DOWNSTAIRS" "tBodyGyro" "mean" "Y" -0.0542300245127273
"3562" 24 "SITTING" "tBodyGyro" "mean" "Y" -0.0750132697044118
"3563" 24 "STANDING" "tBodyGyro" "mean" "Y" -0.0692546674492754
"3564" 24 "LAYING" "tBodyGyro" "mean" "Y" -0.0955538053611111
"3565" 25 "WALKING" "tBodyGyro" "mean" "Y" -0.0820768065347297
"3566" 25 "WALKING_UPSTAIRS" "tBodyGyro" "mean" "Y" -0.109437658104615
"3567" 25 "WALKING_DOWNSTAIRS" "tBodyGyro" "mean" "Y" -0.101115076366897
"3568" 25 "SITTING" "tBodyGyro" "mean" "Y" -0.0748002714615385
"3569" 25 "STANDING" "tBodyGyro" "mean" "Y" -0.0698876853378378
"3570" 25 "LAYING" "tBodyGyro" "mean" "Y" -0.0716401726150685
"3571" 26 "WALKING" "tBodyGyro" "mean" "Y" -0.0841507651508475
"3572" 26 "WALKING_UPSTAIRS" "tBodyGyro" "mean" "Y" -0.0657601804418182
"3573" 26 "WALKING_DOWNSTAIRS" "tBodyGyro" "mean" "Y" -0.1003822042168
"3574" 26 "SITTING" "tBodyGyro" "mean" "Y" -0.0840648503320513
"3575" 26 "STANDING" "tBodyGyro" "mean" "Y" -0.0731385762635135
"3576" 26 "LAYING" "tBodyGyro" "mean" "Y" -0.0903229228815789
"3577" 27 "WALKING" "tBodyGyro" "mean" "Y" -0.0365348163649123
"3578" 27 "WALKING_UPSTAIRS" "tBodyGyro" "mean" "Y" 0.00212499391686275
"3579" 27 "WALKING_DOWNSTAIRS" "tBodyGyro" "mean" "Y" -0.0163131590545455
"3580" 27 "SITTING" "tBodyGyro" "mean" "Y" -0.0797345645214286
"3581" 27 "STANDING" "tBodyGyro" "mean" "Y" -0.067507120075
"3582" 27 "LAYING" "tBodyGyro" "mean" "Y" -0.0957839566891892
"3583" 28 "WALKING" "tBodyGyro" "mean" "Y" -0.0172822168012963
"3584" 28 "WALKING_UPSTAIRS" "tBodyGyro" "mean" "Y" 0.0212250958019608
"3585" 28 "WALKING_DOWNSTAIRS" "tBodyGyro" "mean" "Y" 0.00710564286763044
"3586" 28 "SITTING" "tBodyGyro" "mean" "Y" -0.0673943850555556
"3587" 28 "STANDING" "tBodyGyro" "mean" "Y" -0.0739001646962025
"3588" 28 "LAYING" "tBodyGyro" "mean" "Y" -0.097448733725
"3589" 29 "WALKING" "tBodyGyro" "mean" "Y" -0.081960153154717
"3590" 29 "WALKING_UPSTAIRS" "tBodyGyro" "mean" "Y" -0.152328112210204
"3591" 29 "WALKING_DOWNSTAIRS" "tBodyGyro" "mean" "Y" -0.0851045889895833
"3592" 29 "SITTING" "tBodyGyro" "mean" "Y" -0.0755797672133333
"3593" 29 "STANDING" "tBodyGyro" "mean" "Y" -0.0721060679123077
"3594" 29 "LAYING" "tBodyGyro" "mean" "Y" -0.0761814357028986
"3595" 30 "WALKING" "tBodyGyro" "mean" "Y" -0.0649170927338462
"3596" 30 "WALKING_UPSTAIRS" "tBodyGyro" "mean" "Y" -0.0779606464676923
"3597" 30 "WALKING_DOWNSTAIRS" "tBodyGyro" "mean" "Y" -0.0693112411951613
"3598" 30 "SITTING" "tBodyGyro" "mean" "Y" -0.074353558416129
"3599" 30 "STANDING" "tBodyGyro" "mean" "Y" -0.0670334379830509
"3600" 30 "LAYING" "tBodyGyro" "mean" "Y" -0.0761476351714286
"3601" 1 "WALKING" "tBodyGyro" "mean" "Z" 0.0849448173042105
"3602" 1 "WALKING_UPSTAIRS" "tBodyGyro" "mean" "Z" 0.0583595463981132
"3603" 1 "WALKING_DOWNSTAIRS" "tBodyGyro" "mean" "Z" 0.0900850142030612
"3604" 1 "SITTING" "tBodyGyro" "mean" "Z" 0.0629313811914894
"3605" 1 "STANDING" "tBodyGyro" "mean" "Z" 0.074800751
"3606" 1 "LAYING" "tBodyGyro" "mean" "Z" 0.14868943626
"3607" 2 "WALKING" "tBodyGyro" "mean" "Z" 0.0828336633220339
"3608" 2 "WALKING_UPSTAIRS" "tBodyGyro" "mean" "Z" 0.0688374021666667
"3609" 2 "WALKING_DOWNSTAIRS" "tBodyGyro" "mean" "Z" 0.097173808906383
"3610" 2 "SITTING" "tBodyGyro" "mean" "Z" 0.0412277462173913
"3611" 2 "STANDING" "tBodyGyro" "mean" "Z" 0.0878351695481481
"3612" 2 "LAYING" "tBodyGyro" "mean" "Z" 0.144882846104167
"3613" 3 "WALKING" "tBodyGyro" "mean" "Z" 0.0813485942827586
"3614" 3 "WALKING_UPSTAIRS" "tBodyGyro" "mean" "Z" 0.0215603697
"3615" 3 "WALKING_DOWNSTAIRS" "tBodyGyro" "mean" "Z" 0.123826738353061
"3616" 3 "SITTING" "tBodyGyro" "mean" "Z" 0.0940113975530769
"3617" 3 "STANDING" "tBodyGyro" "mean" "Z" 0.0665262054098361
"3618" 3 "LAYING" "tBodyGyro" "mean" "Z" 0.137999561112903
"3619" 4 "WALKING" "tBodyGyro" "mean" "Z" 0.0805677161216667
"3620" 4 "WALKING_UPSTAIRS" "tBodyGyro" "mean" "Z" 0.0843753843384615
"3621" 4 "WALKING_DOWNSTAIRS" "tBodyGyro" "mean" "Z" 0.05926394948
"3622" 4 "SITTING" "tBodyGyro" "mean" "Z" 0.10115033478
"3623" 4 "STANDING" "tBodyGyro" "mean" "Z" 0.0755636430892857
"3624" 4 "LAYING" "tBodyGyro" "mean" "Z" 0.169720404092593
"3625" 5 "WALKING" "tBodyGyro" "mean" "Z" 0.0815435495892857
"3626" 5 "WALKING_UPSTAIRS" "tBodyGyro" "mean" "Z" 0.0424442819489362
"3627" 5 "WALKING_DOWNSTAIRS" "tBodyGyro" "mean" "Z" 0.0806559989574468
"3628" 5 "SITTING" "tBodyGyro" "mean" "Z" 0.0823934451590909
"3629" 5 "STANDING" "tBodyGyro" "mean" "Z" 0.0690945763946429
"3630" 5 "LAYING" "tBodyGyro" "mean" "Z" 0.159894366942308
"3631" 6 "WALKING" "tBodyGyro" "mean" "Z" 0.0838808799280702
"3632" 6 "WALKING_UPSTAIRS" "tBodyGyro" "mean" "Z" 0.0664234025976471
"3633" 6 "WALKING_DOWNSTAIRS" "tBodyGyro" "mean" "Z" 0.0870012595210417
"3634" 6 "SITTING" "tBodyGyro" "mean" "Z" 0.0854346006181818
"3635" 6 "STANDING" "tBodyGyro" "mean" "Z" 0.0767394745964912
"3636" 6 "LAYING" "tBodyGyro" "mean" "Z" 0.179102058245614
"3637" 7 "WALKING" "tBodyGyro" "mean" "Z" 0.0641104602035088
"3638" 7 "WALKING_UPSTAIRS" "tBodyGyro" "mean" "Z" 0.139217071509804
"3639" 7 "WALKING_DOWNSTAIRS" "tBodyGyro" "mean" "Z" 0.116894769042766
"3640" 7 "SITTING" "tBodyGyro" "mean" "Z" 0.0259476655145833
"3641" 7 "STANDING" "tBodyGyro" "mean" "Z" 0.0851045000566038
"3642" 7 "LAYING" "tBodyGyro" "mean" "Z" 0.155920029769231
"3643" 8 "WALKING" "tBodyGyro" "mean" "Z" 0.0509657915395833
"3644" 8 "WALKING_UPSTAIRS" "tBodyGyro" "mean" "Z" -0.0724546025804878
"3645" 8 "WALKING_DOWNSTAIRS" "tBodyGyro" "mean" "Z" 0.114143855152368
"3646" 8 "SITTING" "tBodyGyro" "mean" "Z" 0.0716048809782609
"3647" 8 "STANDING" "tBodyGyro" "mean" "Z" 0.063688907
"3648" 8 "LAYING" "tBodyGyro" "mean" "Z" 0.13818830737037
"3649" 9 "WALKING" "tBodyGyro" "mean" "Z" 0.111629779896154
"3650" 9 "WALKING_UPSTAIRS" "tBodyGyro" "mean" "Z" 0.14569462592449
"3651" 9 "WALKING_DOWNSTAIRS" "tBodyGyro" "mean" "Z" 0.116804400690476
"3652" 9 "SITTING" "tBodyGyro" "mean" "Z" 0.0807919285908
"3653" 9 "STANDING" "tBodyGyro" "mean" "Z" 0.0992409332222222
"3654" 9 "LAYING" "tBodyGyro" "mean" "Z" 0.101275010682
"3655" 10 "WALKING" "tBodyGyro" "mean" "Z" 0.0986695731160377
"3656" 10 "WALKING_UPSTAIRS" "tBodyGyro" "mean" "Z" 0.0879664182957447
"3657" 10 "WALKING_DOWNSTAIRS" "tBodyGyro" "mean" "Z" 0.0724433685578947
"3658" 10 "SITTING" "tBodyGyro" "mean" "Z" 0.0745958869444444
"3659" 10 "STANDING" "tBodyGyro" "mean" "Z" 0.103251560681818
"3660" 10 "LAYING" "tBodyGyro" "mean" "Z" 0.104720478344828
"3661" 11 "WALKING" "tBodyGyro" "mean" "Z" 0.0843744495507542
"3662" 11 "WALKING_UPSTAIRS" "tBodyGyro" "mean" "Z" 0.0638054379968518
"3663" 11 "WALKING_DOWNSTAIRS" "tBodyGyro" "mean" "Z" 0.057524457376087
"3664" 11 "SITTING" "tBodyGyro" "mean" "Z" 0.0761739419056604
"3665" 11 "STANDING" "tBodyGyro" "mean" "Z" 0.0810588216170213
"3666" 11 "LAYING" "tBodyGyro" "mean" "Z" 0.152019015929825
"3667" 12 "WALKING" "tBodyGyro" "mean" "Z" 0.0999739123004
"3668" 12 "WALKING_UPSTAIRS" "tBodyGyro" "mean" "Z" 0.0898022757730769
"3669" 12 "WALKING_DOWNSTAIRS" "tBodyGyro" "mean" "Z" 0.0895434978391304
"3670" 12 "SITTING" "tBodyGyro" "mean" "Z" 0.0728462158235294
"3671" 12 "STANDING" "tBodyGyro" "mean" "Z" 0.074256819
"3672" 12 "LAYING" "tBodyGyro" "mean" "Z" 0.14519184795
"3673" 13 "WALKING" "tBodyGyro" "mean" "Z" 0.0784205641252632
"3674" 13 "WALKING_UPSTAIRS" "tBodyGyro" "mean" "Z" 0.116679563256364
"3675" 13 "WALKING_DOWNSTAIRS" "tBodyGyro" "mean" "Z" 0.111284239655957
"3676" 13 "SITTING" "tBodyGyro" "mean" "Z" 0.0823432026610204
"3677" 13 "STANDING" "tBodyGyro" "mean" "Z" 0.085471246877193
"3678" 13 "LAYING" "tBodyGyro" "mean" "Z" 0.117819614790323
"3679" 14 "WALKING" "tBodyGyro" "mean" "Z" 0.0513222717627119
"3680" 14 "WALKING_UPSTAIRS" "tBodyGyro" "mean" "Z" -0.0441381886666667
"3681" 14 "WALKING_DOWNSTAIRS" "tBodyGyro" "mean" "Z" 0.0353344537555556
"3682" 14 "SITTING" "tBodyGyro" "mean" "Z" 0.0928523607037037
"3683" 14 "STANDING" "tBodyGyro" "mean" "Z" 0.07904758875
"3684" 14 "LAYING" "tBodyGyro" "mean" "Z" 0.149124058235294
"3685" 15 "WALKING" "tBodyGyro" "mean" "Z" 0.0842484921022222
"3686" 15 "WALKING_UPSTAIRS" "tBodyGyro" "mean" "Z" 0.0911681484547917
"3687" 15 "WALKING_DOWNSTAIRS" "tBodyGyro" "mean" "Z" 0.0711758197607143
"3688" 15 "SITTING" "tBodyGyro" "mean" "Z" 0.0951978083898305
"3689" 15 "STANDING" "tBodyGyro" "mean" "Z" 0.0761946738773585
"3690" 15 "LAYING" "tBodyGyro" "mean" "Z" 0.113451899791667
"3691" 16 "WALKING" "tBodyGyro" "mean" "Z" 0.0818650735686274
"3692" 16 "WALKING_UPSTAIRS" "tBodyGyro" "mean" "Z" -0.00779288021764706
"3693" 16 "WALKING_DOWNSTAIRS" "tBodyGyro" "mean" "Z" 0.0835380057
"3694" 16 "SITTING" "tBodyGyro" "mean" "Z" 0.0795736310463768
"3695" 16 "STANDING" "tBodyGyro" "mean" "Z" 0.0867342708846154
"3696" 16 "LAYING" "tBodyGyro" "mean" "Z" 0.0966210349428571
"3697" 17 "WALKING" "tBodyGyro" "mean" "Z" 0.0757132656704918
"3698" 17 "WALKING_UPSTAIRS" "tBodyGyro" "mean" "Z" 0.0560931358145833
"3699" 17 "WALKING_DOWNSTAIRS" "tBodyGyro" "mean" "Z" 0.0162878745776087
"3700" 17 "SITTING" "tBodyGyro" "mean" "Z" 0.0860053803375
"3701" 17 "STANDING" "tBodyGyro" "mean" "Z" 0.0880561869358974
"3702" 17 "LAYING" "tBodyGyro" "mean" "Z" 0.111440490309859
"3703" 18 "WALKING" "tBodyGyro" "mean" "Z" 0.0944718394625
"3704" 18 "WALKING_UPSTAIRS" "tBodyGyro" "mean" "Z" 0.0906736478431034
"3705" 18 "WALKING_DOWNSTAIRS" "tBodyGyro" "mean" "Z" 0.0987471683127273
"3706" 18 "SITTING" "tBodyGyro" "mean" "Z" 0.0848140511754386
"3707" 18 "STANDING" "tBodyGyro" "mean" "Z" 0.0843190675616438
"3708" 18 "LAYING" "tBodyGyro" "mean" "Z" 0.0937781948153846
"3709" 19 "WALKING" "tBodyGyro" "mean" "Z" 0.0798106981923077
"3710" 19 "WALKING_UPSTAIRS" "tBodyGyro" "mean" "Z" -0.000233248224999999
"3711" 19 "WALKING_DOWNSTAIRS" "tBodyGyro" "mean" "Z" 0.163962510807692
"3712" 19 "SITTING" "tBodyGyro" "mean" "Z" 0.0968980718168493
"3713" 19 "STANDING" "tBodyGyro" "mean" "Z" 0.0710520180136986
"3714" 19 "LAYING" "tBodyGyro" "mean" "Z" 0.10860511373494
"3715" 20 "WALKING" "tBodyGyro" "mean" "Z" 0.0851359929294118
"3716" 20 "WALKING_UPSTAIRS" "tBodyGyro" "mean" "Z" 0.058701941845098
"3717" 20 "WALKING_DOWNSTAIRS" "tBodyGyro" "mean" "Z" 0.103900480541333
"3718" 20 "SITTING" "tBodyGyro" "mean" "Z" 0.0642882138333333
"3719" 20 "STANDING" "tBodyGyro" "mean" "Z" 0.0773671448739726
"3720" 20 "LAYING" "tBodyGyro" "mean" "Z" 0.123680209926471
"3721" 21 "WALKING" "tBodyGyro" "mean" "Z" 0.0983715930038462
"3722" 21 "WALKING_UPSTAIRS" "tBodyGyro" "mean" "Z" -0.00546829763829787
"3723" 21 "WALKING_DOWNSTAIRS" "tBodyGyro" "mean" "Z" 0.148610020955556
"3724" 21 "SITTING" "tBodyGyro" "mean" "Z" 0.0831326042823529
"3725" 21 "STANDING" "tBodyGyro" "mean" "Z" 0.0864863265393258
"3726" 21 "LAYING" "tBodyGyro" "mean" "Z" 0.0980906517
"3727" 22 "WALKING" "tBodyGyro" "mean" "Z" 0.0775266594847826
"3728" 22 "WALKING_UPSTAIRS" "tBodyGyro" "mean" "Z" 0.0157359244619048
"3729" 22 "WALKING_DOWNSTAIRS" "tBodyGyro" "mean" "Z" 0.0500708760555556
"3730" 22 "SITTING" "tBodyGyro" "mean" "Z" 0.0804426775241936
"3731" 22 "STANDING" "tBodyGyro" "mean" "Z" 0.0733466563174603
"3732" 22 "LAYING" "tBodyGyro" "mean" "Z" 0.145003879319444
"3733" 23 "WALKING" "tBodyGyro" "mean" "Z" 0.10770045065339
"3734" 23 "WALKING_UPSTAIRS" "tBodyGyro" "mean" "Z" -0.0325557522333333
"3735" 23 "WALKING_DOWNSTAIRS" "tBodyGyro" "mean" "Z" 0.0953602497222222
"3736" 23 "SITTING" "tBodyGyro" "mean" "Z" 0.0645673209117647
"3737" 23 "STANDING" "tBodyGyro" "mean" "Z" 0.0816888999117647
"3738" 23 "LAYING" "tBodyGyro" "mean" "Z" 0.111078594708333
"3739" 24 "WALKING" "tBodyGyro" "mean" "Z" 0.0972006320344828
